,Ponto de Bezier,A - Coordenada X,A - Coordenada Y,AoA,Reynolds,CL,CD
390,3,0.0917,-0.0301,1.92,452305.3,0.1663,0.0089
391,3,-0.0226,-0.0323,-0.16,2055236.01,-0.0457,0.00621
392,3,-0.1178,-0.0791,7.63,4001325.75,0.7569,0.00661
393,4,-0.192,-0.0473,-1.8,4773469.88,-0.3717,0.00745
394,1,-0.0126,-0.0087,6.85,2141987.11,0.7262,0.00836
395,4,0.1756,0.031,5.63,3666512.9,0.7165,0.00887
396,4,-0.0764,-0.0442,15.15,1020380.16,0.4465,0.15239
397,2,-0.1325,-0.0029,-18.55,639928.4,-0.6164,0.19663
398,4,-0.042,-0.0326,3.94,3733690.49,0.2969,0.00687
399,2,0.02,0.0867,-7.28,1042531.43,-0.64,0.01201
400,3,-0.0739,-0.0228,2.89,889136.51,0.2761,0.00809
401,4,-0.1883,-0.0256,-1.9,4537482.74,-0.2921,0.00737
402,1,-0.0802,-0.0307,18.21,504419.59,0.5748,0.18969
403,4,-0.1396,-0.0348,-0.75,3837137.1,-0.209,0.00691
404,2,0.0135,0.0223,-1.41,1458807.41,-0.1171,0.00603
405,3,-0.1993,0.07,-3.44,1397954.28,-0.3004,0.01049
406,3,0.1501,-0.0459,-14.12,4599932.46,-1.5084,0.01549
407,3,0.0522,-0.0349,0.66,3675319.43,0.0427,0.00594
408,4,-0.1736,-0.0335,-1.9,758930.55,-0.3003,0.00733
409,3,0.1197,0.0345,1.8,1510279.65,0.2356,0.01661
410,3,0.013,-0.0661,19.08,2272768.79,1.4718,0.03113
411,4,-0.0766,-0.0882,-8.2,4163201.84,-1.0199,0.01308
412,4,0.0151,-0.0579,-2.37,4508908.9,-0.5487,0.00488
413,3,-0.1505,-0.0078,0.38,726491.2,0.0425,0.0075
414,3,0.0309,-0.0707,-7.57,1752865.54,-0.9687,0.01061
415,2,0.0589,0.0184,5.73,221251.5,0.6957,0.01545
416,3,0.039,-0.0853,-3.68,3476723.87,-0.5103,0.00673
417,3,0.1125,-0.0683,3.23,210741.86,0.3023,0.01186
418,4,-0.1065,0.0177,3.41,3984855.96,0.4677,0.00587
419,3,0.1481,-0.0563,-9.1,297282.8,-1.0001,0.02024
420,3,-0.1739,-0.0877,4.46,521109.35,0.3804,0.00709
421,4,-0.1194,-0.0709,-13.46,338684.49,-0.984,0.05496
422,4,-0.1346,0.0515,1.34,2566555.15,0.3704,0.00687
423,3,-0.0445,-0.0383,5.12,1262458.84,0.5264,0.00767
424,3,0.111,-0.0458,4.55,3510395.6,0.4721,0.00767
425,3,-0.0047,0.009,-5.07,3551938.9,-0.5392,0.00668
426,3,-0.0323,-0.0897,7.41,3354586.27,0.743,0.00758
427,4,0.0205,0.0818,1.82,3682828.39,0.5403,0.00744
428,3,0.1787,-0.0612,6.57,3711539.6,0.6898,0.00925
429,4,0.009,-0.0375,7.14,437518.02,0.5314,0.03125
430,3,0.0628,-0.0444,9.58,2461086.01,1.0285,0.01045
431,2,-0.1415,0.0783,-5.58,1506392.71,-0.4158,0.00967
432,4,-0.1919,-0.0517,-11.21,330946.53,-1.1645,0.02185
433,4,-0.1354,-0.0303,3.35,2818452.55,0.2716,0.00716
434,4,-0.002,-0.0315,2.31,4572386.95,0.107,0.00638
435,2,-0.001,0.0897,-3.92,965575.01,-0.2429,0.01408
436,2,-0.1501,0.0822,-8.22,2095174.81,-0.697,0.01015
437,4,-0.1595,0.0216,-11.19,3825667.33,-1.0958,0.01412
438,3,0.1536,-0.0874,12.35,220977.02,0.7005,0.05594
439,4,0.0967,0.0707,-2.99,2091631.78,-0.0167,0.0072
440,4,-0.115,0.0033,-10.9,3479635.14,-1.1438,0.012
441,3,0.035,-0.0287,1.3,4802282.02,0.1195,0.00527
442,2,0.1885,0.0227,7.24,2342775.01,0.8058,0.01129
443,4,0.1032,0.0646,12.87,889238.74,0.8383,0.15199
444,4,-0.0992,-0.0589,1.07,420823.45,-0.0968,0.00807
445,2,0.0329,0.0432,14.77,4918271.22,1.7073,0.0138
446,4,-0.1445,0.0223,-16.68,2346018.29,-1.3847,0.03013
447,3,-0.1151,-0.0725,-6.7,2761384.92,-0.8343,0.01046
448,4,-0.0674,-0.0116,-9.45,2813169.84,-1.0601,0.01337
449,3,-0.0658,-0.0685,15.73,4231716.94,1.5003,0.0148
450,3,0.0424,-0.0876,-3.35,3025924.42,-0.4748,0.00665
451,4,-0.1351,0.088,-6.41,678274.72,-0.3335,0.08407
452,3,0.1474,-0.0334,-2.69,3378466.95,-0.3228,0.00845
453,3,0.1442,-0.0591,-13.94,3089280.65,-1.5071,0.01651
454,3,0.018,0.0029,16.49,2645321.76,0.6153,0.17555
455,2,-0.0065,0.0842,-9.32,1459493.98,-0.8779,0.01016
456,4,0.0051,-0.0189,9.87,277406.69,0.4561,0.08496
457,4,0.0646,-0.0055,2.62,1091952.21,0.2259,0.0078
458,3,-0.0322,-0.0533,-7.6,4356126.52,-0.9144,0.00961
459,3,-0.0217,-0.0287,3.77,504257.77,0.4602,0.00711
460,4,0.1202,-0.0059,-2.25,864869.04,-0.2955,0.00558
461,4,-0.0921,-0.0765,-1.97,3725106.43,-0.5365,0.00635
462,2,0.0869,0.0631,-11.33,4216983.58,-1.1619,0.01129
463,4,-0.1951,0.0386,3.3,4626148.32,0.5431,0.00767
464,3,0.0727,-0.0449,12.46,1394496.82,1.2514,0.01606
465,4,-0.1332,0.0034,-0.33,3019573.17,-0.0018,0.00632
466,3,0.1133,-0.0812,-18.17,3349204.6,-0.8403,0.12497
467,3,-0.0042,-0.0755,14.9,1529637.9,1.4519,0.01538
468,4,-0.1568,-0.0819,3.81,3129688.76,0.1197,0.0082
469,2,0.1333,0.0228,-1.66,1226292.54,-0.165,0.01002
470,3,-0.0233,0.0268,0.56,677327.94,0.0695,0.00822
471,3,-0.0223,-0.0706,13.43,2089997.26,1.3691,0.01248
472,2,-0.0518,0.0839,-12.27,1558365.93,-1.1854,0.00898
473,3,0.1005,0.0011,-1.11,2451538.68,-0.1206,0.00644
474,3,-0.023,0.0203,-7.68,1900548.43,-0.7481,0.03261
475,3,0.0669,-0.021,-7.89,1452734.72,-0.9133,0.01112
476,4,0.1418,0.0255,-2.58,4489505.02,-0.1924,0.00744
477,3,0.0465,-0.0516,-9.43,1182559.56,-1.1065,0.01271
478,4,0.1549,-0.05,3.91,387920.28,0.1239,0.01315
479,2,0.1205,0.042,4.07,2070612.17,0.5266,0.00634
480,3,0.0453,-0.0685,-12.31,963293.36,-1.3309,0.02027
481,3,0.1286,-0.0575,-6.22,527405.06,-0.7905,0.01264
482,3,0.1427,-0.0077,-12.82,2721468.97,-1.1765,0.01905
483,3,-0.0351,-0.0772,9.65,2618858.48,1.0024,0.00819
484,4,-0.009,-0.0488,-3.8,1260443.46,-0.6434,0.00591
485,2,-0.1767,0.0417,-3.65,3260796.02,-0.288,0.00806
486,3,0.0638,-0.0147,-1.11,1465539.48,-0.1314,0.00737
487,4,-0.178,0.0383,9.7,2226142.69,1.2052,0.01352
488,1,-0.0004,-0.0339,2.29,4537160.27,0.0985,0.00648
489,4,-0.0111,0.0447,3.9,3916223.75,0.6163,0.00618
490,4,-0.0915,-0.0463,-5.84,1349521.64,-0.8235,0.01044
491,4,0.0945,0.0644,4.2,401486.61,0.715,0.01224
492,2,0.0673,0.038,-4.15,953347.29,-0.3959,0.01032
493,4,-0.1144,-0.0705,-1.37,3682336.25,-0.4409,0.00728
494,3,0.1296,-0.0104,-1.1,4008226.82,-0.1162,0.00699
495,4,-0.078,-0.0366,-5.73,3104117.05,-0.7603,0.00851
496,3,-0.0344,-0.0559,-2.58,701117.26,-0.3476,0.00929
497,3,-0.0557,0.009,0.91,372525.47,0.1028,0.00969
498,4,-0.1429,0.0513,-6.14,2889657.29,-0.4354,0.0284
499,2,-0.0964,-0.0232,2.98,3025895.63,0.2717,0.00897
500,2,0.0253,0.0842,-18.94,1078324.61,-1.3628,0.03476
501,2,-0.1627,0.057,-2.6,4780396.39,-0.1416,0.00782
502,2,0.1794,-0.006,9.99,560111.65,0.5894,0.07749
503,4,0.1879,-0.0029,-1.31,4242437.01,-0.2103,0.00782
504,3,-0.1105,-0.0383,-12.04,923340.28,-0.4625,0.15374
505,2,0.1067,-0.0127,-1.11,732643.47,-0.1674,0.0116
506,2,0.0218,0.0881,-19.63,4890889.54,-1.8353,0.0145
507,4,-0.1766,-0.0229,3.65,2998637.71,0.3448,0.00706
508,3,-0.0376,-0.0557,-3.63,1955419.54,-0.457,0.00777
509,3,0.0108,-0.0873,19.92,1683376.69,1.5428,0.03107
510,4,-0.1905,0.0061,-8.08,2267662.24,-0.8538,0.00974
511,2,0.0254,0.0404,-10.75,2276334.17,-1.112,0.01063
512,3,0.1253,0.0016,11.73,3597520.39,0.3665,0.11699
513,4,-0.1405,0.0614,14.79,422100.08,0.8237,0.17831
514,3,-0.0755,0.0274,0.5,2973724.97,0.0734,0.00872
515,3,-0.1979,0.0316,2.95,2362838.88,0.3131,0.02472
516,3,-0.0764,-0.0524,10.73,4501423.66,1.1077,0.00978
517,2,-0.0324,0.0576,-5.15,1769188.33,-0.4559,0.00797
518,4,-0.089,0.0852,-10.07,3074641.05,-0.4268,0.10791
519,4,-0.141,-0.0545,7.15,4317688.08,0.6009,0.00833
520,2,0.0343,-0.0039,0.23,2678324.08,0.0107,0.00833
521,4,0.1039,0.0436,-3.7,4870504.37,-0.2203,0.00617
522,3,0.1111,-0.0852,-4.68,2708065.0,-0.6174,0.00676
523,4,-0.1986,-0.0204,-13.03,1127987.79,-1.282,0.02105
524,3,-0.1947,-0.0841,5.03,307586.69,0.5083,0.00853
525,2,-0.1331,0.0779,-6.02,2735605.36,-0.4717,0.00889
526,4,0.1376,0.0504,-4.61,4264746.33,-0.278,0.03384
527,4,0.1878,0.0103,-2.0,408592.72,-0.2368,0.01027
528,3,-0.0608,-0.0815,-0.68,3801561.09,-0.1708,0.00664
529,2,0.0642,0.0686,5.5,3082298.42,0.4359,0.0465
530,4,0.1472,0.0004,-2.49,2235053.02,-0.2939,0.00694
531,2,0.079,0.0858,-3.78,1053613.1,-0.2525,0.01409
532,4,0.0243,-0.0038,-5.81,458054.59,-0.6668,0.02351
533,1,0.1732,0.001,-6.89,2901120.76,-0.3801,0.05478
534,2,0.0924,0.0216,-1.92,1124883.65,-0.1836,0.00924
535,1,0.0367,-0.0093,1.01,2880871.89,0.0819,0.00816
536,1,0.0466,-0.0133,0.6,3829112.28,0.0196,0.00762
537,4,-0.0659,-0.0677,-0.88,1292705.38,-0.3721,0.00653
538,4,-0.1469,0.0322,-5.28,752926.34,-0.405,0.04615
539,3,0.0154,-0.057,3.06,265233.71,0.3583,0.00853
540,3,-0.007,-0.0754,1.96,1034938.93,0.144,0.00741
541,4,-0.1245,0.0726,3.64,2675030.17,0.6901,0.00675
542,2,-0.043,0.0567,-6.06,1672045.29,-0.5563,0.00791
543,4,-0.1397,-0.0844,-8.98,623633.38,-1.1002,0.01833
544,4,0.0503,-0.0519,-4.83,649723.98,-0.7239,0.01218
545,4,-0.0985,0.0363,-4.18,217911.62,-0.3328,0.03283
546,2,0.0471,0.0236,-1.18,3977815.16,-0.0886,0.00741
547,2,0.1788,0.0182,8.26,384689.38,0.8236,0.01927
548,2,-0.0707,0.0784,-3.75,2361911.01,-0.2382,0.00949
549,4,-0.1486,0.0244,-7.68,558715.65,-0.5407,0.06001
550,3,0.0571,-0.0532,15.39,1337728.66,1.3448,0.02157
551,2,-0.0352,0.0744,-3.68,1066930.02,-0.2445,0.00927
552,4,0.0604,-0.0024,-2.49,2967367.49,-0.2908,0.00719
553,4,-0.1167,-0.0411,-5.38,1508061.52,-0.765,0.00709
554,2,0.0032,0.08,1.46,1592029.88,0.3616,0.00913
555,2,-0.0493,-0.0296,1.44,4665883.08,0.1112,0.00715
556,3,0.1651,-0.0502,-0.84,4185630.41,-0.1314,0.00795
557,4,-0.0721,-0.0814,-2.46,4404530.99,-0.62,0.00589
558,1,-0.0482,-0.0334,17.77,311526.1,0.5526,0.1978
559,2,-0.163,0.0658,-10.13,4996058.01,-0.9375,0.00921
560,3,0.1082,-0.063,-11.34,1741447.15,-1.2811,0.01489
561,3,0.0092,-0.0403,-0.5,388461.95,-0.0843,0.00771
562,3,0.0533,-0.0776,-8.69,1565341.86,-1.0828,0.01343
563,4,-0.1739,0.0154,2.4,872358.89,0.3912,0.00805
564,2,0.0381,0.0107,1.72,3642306.28,0.2115,0.00711
565,4,-0.1015,0.0168,-8.26,2666494.96,-0.8245,0.00953
566,2,0.0363,0.0856,-4.81,4064198.5,-0.3677,0.00803
567,2,-0.0593,0.0389,11.02,2452903.76,1.2387,0.01987
568,2,0.0277,0.0313,-12.59,1951231.76,-1.2876,0.01367
569,2,-0.0155,0.0105,0.51,1868601.68,0.0704,0.00638
570,4,0.1332,0.0293,0.64,4596480.67,0.1816,0.00731
571,2,-0.1668,0.0873,-3.08,3968705.93,-0.1227,0.00846
572,4,-0.0927,0.0104,11.0,504116.36,0.5882,0.08648
573,2,0.1005,0.0862,-9.79,668378.89,-0.8756,0.02785
574,3,0.0206,-0.0778,18.13,4714534.17,1.6686,0.01694
575,2,-0.0232,0.037,-3.7,4588505.49,-0.3391,0.00667
576,4,-0.103,0.0323,-3.93,998705.14,-0.3026,0.00788
577,3,-0.0837,-0.0657,-5.87,1947377.56,-0.74,0.01042
578,2,-0.0858,0.0331,-5.66,4553161.05,-0.5385,0.00721
579,3,0.0901,-0.0274,18.34,344044.29,0.5543,0.18936
580,3,0.1397,-0.0624,-2.11,4591034.53,-0.295,0.00628
581,3,-0.0781,-0.0348,-3.62,4850422.72,-0.4372,0.00673
582,3,-0.098,-0.087,11.99,1690248.89,1.1795,0.01248
583,4,0.1391,0.0526,1.0,693010.7,0.3298,0.01015
584,2,0.0696,0.0504,-10.74,3331210.53,-1.1095,0.01161
585,4,-0.1189,0.005,-14.75,2917168.73,-0.7606,0.06721
586,2,0.0683,0.0877,6.56,3701157.72,0.978,0.01135
587,3,-0.0245,-0.0812,-5.43,3135070.16,-0.7104,0.00806
588,3,-0.102,-0.0676,6.79,3553817.91,0.682,0.00636
589,3,0.17,-0.0341,2.67,4444210.99,0.2799,0.00717
590,3,-0.004,-0.0399,-3.92,2114271.02,-0.4709,0.00739
591,1,0.0144,-0.0069,4.18,3172464.27,0.3727,0.03057
592,4,0.0143,0.0207,5.3,4075423.86,0.6749,0.0068
593,3,-0.0869,0.048,-3.44,4481564.72,-0.3232,0.00763
594,2,0.0177,0.0546,2.95,3451394.49,0.4645,0.00708
595,4,0.1157,-0.0789,-2.53,478563.78,-0.6084,0.01131
596,4,0.0395,-0.041,2.34,172977.63,0.1218,0.01353
597,3,0.0742,-0.0603,2.14,1601797.42,0.1829,0.00788
598,2,0.0697,0.0558,13.35,327460.47,0.4803,0.1548
599,4,0.1703,0.0318,-3.12,2964098.74,-0.218,0.00671
600,4,0.1639,0.0317,5.74,4328728.9,0.735,0.00874
601,2,0.1332,0.0612,-7.92,4523609.63,-0.7969,0.00997
602,2,0.078,0.0296,-3.14,1664520.72,-0.3069,0.0083
603,2,-0.1924,-0.0651,4.13,3044515.57,0.3162,0.00737
604,4,-0.035,0.0759,5.22,173728.23,0.8491,0.02086
605,4,-0.1546,0.0162,3.71,402282.59,0.4979,0.01148
606,2,-0.079,0.0849,-2.85,324552.04,-0.1214,0.02309
607,4,-0.1863,-0.0799,-11.22,2214710.7,-1.2597,0.02
608,3,-0.06,-0.0766,6.25,367150.37,0.6459,0.00948
609,4,-0.1576,-0.0736,17.11,3581573.62,0.8655,0.06878
610,3,0.0758,-0.0411,-11.84,2788132.25,-1.3039,0.01384
611,2,-0.1761,-0.0477,3.66,1732766.9,0.3167,0.00694
612,4,0.0216,0.0335,-5.75,2210691.42,-0.4704,0.02793
613,2,-0.0939,0.073,3.61,246599.24,0.219,0.10404
614,2,0.1648,0.0416,-3.18,2047860.06,-0.3078,0.01122
615,2,0.1964,0.028,-5.74,1586664.24,-0.4869,0.04105
616,3,0.0201,-0.0616,14.29,4195837.46,1.4725,0.01285
617,4,0.0886,-0.0329,4.17,697190.71,0.2241,0.00993
618,4,-0.1255,0.0096,-11.09,4775552.56,-1.1439,0.01145
619,4,0.0133,-0.0365,-5.47,1442790.39,-0.7456,0.01101
620,4,-0.0369,0.0015,3.72,4945277.13,0.4188,0.00586
621,2,0.1934,-0.0299,2.05,3741533.63,0.1152,0.0076
622,3,0.1143,-0.0835,-5.39,1106871.2,-0.7317,0.00912
623,4,0.1748,-0.0186,1.25,2327091.37,-0.0018,0.00896
624,3,0.1402,-0.0616,-12.58,1221901.36,-1.2844,0.02125
625,2,-0.0228,0.058,5.18,4851179.34,0.7309,0.00836
626,4,-0.1695,-0.0183,2.79,702617.54,0.2502,0.00905
627,2,0.17,0.0034,2.12,289669.75,0.177,0.01087
628,4,0.0628,0.0236,-3.96,3979102.59,-0.3289,0.00567
629,3,0.0217,-0.056,10.64,3765982.79,1.1239,0.00965
630,2,-0.1201,-0.0526,3.49,2924970.59,0.2966,0.00487
631,4,0.0676,-0.0058,2.58,4987969.12,0.2413,0.00778
632,4,-0.1981,-0.0156,-5.03,455567.85,-0.671,0.01217
633,4,-0.1411,-0.0031,-19.57,3511017.8,-0.6891,0.17169
634,2,0.0057,0.0614,-1.35,2105010.4,-0.0158,0.00776
635,4,0.1389,0.0047,-2.33,3208229.92,-0.2628,0.00718
636,4,-0.0889,0.0163,8.17,4942848.22,0.9709,0.01003
637,2,-0.0901,0.0629,-10.35,3577579.14,-0.9896,0.01058
638,2,0.1465,0.0554,10.26,4557690.4,0.7166,0.06936
639,1,-0.0463,-0.0227,-8.95,798876.36,-1.0809,0.02422
640,2,0.0164,0.0205,3.22,2341260.54,0.3917,0.00648
641,3,-0.0439,0.0135,8.96,3575687.73,0.4619,0.06525
642,2,0.0163,0.088,-4.16,2712092.64,-0.2794,0.00845
643,1,0.1576,-0.0183,-6.96,1065693.83,-0.6855,0.04394
644,3,-0.0221,-0.0655,17.37,3587825.14,1.6208,0.01626
645,3,0.1161,-0.0685,-2.75,1458966.97,-0.3602,0.00713
646,1,0.0004,-0.0386,-4.93,4402201.56,-0.7495,0.0073
647,4,-0.088,-0.0107,0.79,3447034.15,0.0543,0.0062
648,4,0.0824,0.0571,-3.6,1392332.05,-0.1519,0.00775
649,2,0.1372,0.0018,0.61,4934085.11,0.0401,0.00759
650,3,-0.0657,-0.0783,-9.04,1568967.0,-1.0978,0.0165
651,2,0.0374,0.0496,-4.77,1666872.57,-0.4422,0.00896
652,2,0.0616,0.0472,-4.13,3785853.72,-0.3797,0.00823
653,3,0.0395,0.0078,-0.22,461887.55,-0.0149,0.00561
654,3,-0.0327,-0.0351,-0.99,2192403.37,-0.1411,0.00668
655,1,0.0477,-0.011,-3.4,710323.23,-0.4048,0.00807
656,3,0.1455,0.0029,-17.17,2268875.66,-0.5968,0.16965
657,3,0.0291,-0.0695,8.69,4599822.06,0.9107,0.00768
658,3,-0.1186,-0.0727,8.43,2758324.73,0.8712,0.0086
659,3,0.1697,-0.0852,-16.13,2972935.8,-0.8451,0.11628
660,1,0.0383,-0.0129,-1.19,386651.25,-0.1874,0.00822
661,3,0.0373,-0.0654,-5.82,3560506.01,-0.7333,0.00729
662,3,0.0872,-0.0009,-1.05,910949.28,-0.1138,0.00623
663,3,-0.0127,-0.0601,13.33,2633335.66,1.3653,0.01272
664,4,-0.1356,0.0429,2.53,2089493.64,0.4645,0.00627
665,2,0.1369,0.0546,12.29,1218329.0,0.653,0.09869
666,2,0.0503,0.0661,11.16,4266686.04,1.4495,0.01066
667,4,0.1733,-0.0821,-3.52,797470.39,-0.6021,0.01056
668,4,-0.0985,0.0822,7.29,769086.03,1.0834,0.01952
669,4,0.1378,-0.0853,-9.85,2783271.04,-0.9556,0.05505
670,4,0.0425,0.0533,-1.99,470542.01,-0.0205,0.02059
671,2,-0.1725,0.085,-15.39,776254.25,-1.177,0.01847
672,2,0.0925,0.065,-6.46,4090172.9,-0.6185,0.0087
673,4,-0.0896,0.0659,14.79,182955.75,0.8453,0.18308
674,2,-0.1071,0.0709,-18.61,2748520.7,-1.4683,0.02108
675,4,-0.094,0.0199,5.92,1201553.66,0.7401,0.00996
676,3,0.1328,-0.0689,4.02,4593270.9,0.3951,0.00795
677,3,-0.0373,-0.015,4.27,618699.98,0.5056,0.00985
678,2,0.172,0.0582,4.07,774105.97,0.1556,0.05055
679,3,-0.0938,-0.0586,1.6,3541007.43,0.1104,0.00713
680,4,-0.0286,-0.0258,-6.84,4908269.47,-0.8445,0.00866
681,4,-0.0537,0.0646,-11.77,334925.44,-0.4235,0.1339
682,4,-0.1237,-0.0868,-14.69,424400.77,-0.9091,0.08177
683,4,0.0562,-0.0533,-1.68,2690301.7,-0.4672,0.00486
684,3,-0.0192,-0.0769,10.21,401067.98,1.0109,0.01449
685,4,-0.1294,-0.0155,-4.91,4092854.23,-0.582,0.00595
686,2,0.0093,0.0356,-16.36,732746.92,-1.3153,0.02683
687,4,0.0353,-0.0356,1.49,1580589.68,-0.0255,0.00739
688,4,-0.1734,0.0017,-18.07,1515008.45,-0.7439,0.13834
689,2,0.143,0.0731,-14.52,3148811.8,-1.3911,0.01788
690,4,-0.1444,0.0243,8.95,2357069.19,1.0682,0.01431
691,4,-0.0793,-0.0554,-4.26,4772760.44,-0.7045,0.00477
692,2,-0.0417,-0.0149,2.52,1564523.78,0.2434,0.00904
693,2,0.0528,0.0496,19.16,4939935.51,1.081,0.09995
694,2,0.1316,-0.0031,2.7,203554.35,0.3727,0.01613
695,4,-0.1807,-0.0343,5.65,4698421.99,0.5309,0.00735
696,4,0.1739,-0.0732,-11.82,948753.05,-0.67,0.08897
697,3,0.035,-0.0162,-19.19,3828165.43,-0.5694,0.20331
698,3,-0.1969,0.0421,0.54,2836360.65,0.0859,0.01468
699,4,0.1797,0.0631,1.12,2577615.41,0.4026,0.00788
700,4,0.1281,0.0068,-1.48,1097103.44,-0.1446,0.00772
701,4,-0.1469,-0.0497,-0.84,1721862.02,-0.2715,0.00678
702,2,0.0162,0.0311,2.67,921329.15,0.3526,0.00857
703,4,0.1734,-0.0082,-7.01,698592.25,-0.6308,0.0578
704,4,-0.1805,-0.0441,-2.26,1696357.77,-0.3983,0.00681
705,4,-0.1853,-0.0141,-8.23,240284.13,-0.878,0.02526
706,4,-0.1902,-0.0163,-0.06,3999304.46,-0.0437,0.00729
707,4,0.1699,0.0278,2.04,976159.97,0.3158,0.00987
708,4,-0.0635,0.0611,0.94,3948111.12,0.3598,0.00725
709,3,0.0189,-0.0774,2.73,2960521.14,0.2304,0.00685
710,4,0.1564,-0.0105,4.49,470358.16,0.3495,0.01141
711,4,-0.0126,-0.0626,1.02,2450446.82,-0.1816,0.00704
712,4,-0.0362,-0.0834,-4.24,1383869.67,-0.8076,0.00673
713,2,0.0478,0.0136,-13.16,1708588.63,-1.2589,0.01923
714,3,0.0092,-0.0138,2.13,883948.83,0.2018,0.00702
715,3,-0.0922,-0.0416,7.57,1136578.32,0.8141,0.00863
716,4,-0.1733,0.0771,12.81,4155064.59,1.3624,0.041
717,3,-0.0672,0.0145,-2.1,578391.23,-0.193,0.00846
718,3,0.0738,-0.0096,-5.44,4788741.55,-0.597,0.00654
719,2,0.1377,0.0815,-3.66,673689.38,-0.3922,0.05736
720,4,-0.1243,-0.0535,4.54,2509740.2,0.304,0.00793
721,3,0.1066,0.0048,-2.07,2023684.4,-0.2059,0.00768
722,4,-0.1282,-0.0408,-1.54,1990319.63,-0.318,0.00625
723,4,0.1322,-0.0729,-1.61,2084623.61,-0.4824,0.00474
724,3,0.1666,-0.0891,-12.25,430866.19,-1.3667,0.02036
725,4,0.1021,0.0656,-3.49,3977215.78,-0.0947,0.00629
726,4,0.1947,0.0121,5.88,1760060.93,0.6045,0.01016
727,2,-0.0086,0.0189,0.51,3521048.03,0.0937,0.00648
728,3,0.1581,0.0396,-0.97,3428836.22,-0.0406,0.00702
729,3,-0.0818,0.0407,0.15,3990791.79,0.0483,0.00608
730,4,-0.1758,-0.0389,3.82,4489313.49,0.3058,0.0071
731,3,-0.0347,-0.0357,2.46,4198704.31,0.2353,0.00505
732,4,0.1114,-0.0399,-1.47,2791291.46,-0.4108,0.00486
733,4,-0.1803,0.01,-16.82,2404623.23,-1.3069,0.03567
734,3,-0.1506,0.0068,4.16,4838032.27,0.4309,0.02184
735,4,0.0063,0.0306,13.0,181089.64,0.6306,0.14164
736,2,0.0293,-0.0072,9.19,1775016.84,0.674,0.05542
737,2,0.0297,0.029,-17.24,4141746.05,-1.5709,0.01839
738,2,0.0213,0.0212,10.59,3758433.51,1.2268,0.01053
739,2,0.0847,-0.0329,1.12,2360046.13,0.041,0.0037
740,2,0.1486,0.003,-0.16,2019917.12,-0.0445,0.00886
741,2,-0.0077,0.0332,0.58,663006.08,0.1207,0.00818
742,4,0.1157,-0.0595,3.12,4930484.58,0.0478,0.00869
743,2,0.1593,0.0462,-1.77,3837307.44,-0.1415,0.01103
744,3,-0.0178,-0.0624,8.28,4143500.43,0.8686,0.00722
745,4,0.1938,-0.0147,6.88,2495535.21,0.55,0.00827
746,2,-0.0428,0.0813,-19.33,1407734.66,-1.5931,0.0207
747,1,0.037,0.0072,-0.52,710395.74,0.0076,0.0107
748,3,0.1613,-0.0841,10.38,3603027.93,1.0831,0.01132
749,4,-0.0817,-0.0687,-3.16,2144298.29,-0.6184,0.00586
750,3,-0.0567,-0.0683,8.39,2414283.27,0.8959,0.0073
751,2,0.0915,0.0562,10.98,2497827.94,1.3009,0.01819
752,3,0.1092,-0.0898,-19.73,4559588.91,-0.8734,0.13683
753,4,-0.0986,-0.0191,6.67,4273116.45,0.6748,0.00766
754,2,-0.1701,-0.0587,3.56,3622513.48,0.2749,0.00707
755,2,0.1172,0.0629,-2.22,1234947.03,-0.1341,0.01222
756,3,-0.0416,-0.0604,9.01,3193527.36,0.9676,0.00796
757,1,-0.051,-0.026,19.91,3205181.31,0.8405,0.1422
758,3,0.1406,-0.0588,-1.7,4128195.56,-0.2426,0.00613
759,3,0.0907,-0.0689,11.44,161528.34,0.6749,0.05697
760,3,-0.0596,-0.0326,19.45,3150627.34,1.3337,0.0443
761,4,0.0333,0.0288,-4.63,1521274.82,-0.3964,0.00902
762,3,-0.0552,-0.078,0.19,3761473.08,-0.0666,0.00658
763,4,0.1117,-0.0567,-2.35,1297254.99,-0.5535,0.00495
764,4,-0.1542,-0.0096,-12.88,3141680.61,-1.3628,0.01554
765,2,0.0189,0.0531,2.45,2911265.47,0.4015,0.00699
766,2,0.0959,0.0822,1.48,2765666.97,0.3554,0.00836
767,4,-0.1816,-0.0509,-5.86,869751.61,-0.8634,0.01035
768,3,-0.0075,-0.014,-0.63,4284024.11,-0.0854,0.00743
769,3,0.0936,-0.0828,-12.02,3254709.59,-1.4318,0.01112
770,4,-0.1154,0.0375,-12.75,2569276.58,-0.5076,0.13495
771,2,0.1186,0.0212,-17.85,3943542.17,-1.2798,0.03853
772,4,-0.1865,-0.087,-7.03,473845.83,-1.1046,0.01733
773,4,-0.1584,-0.0878,-2.92,3716363.45,-0.6734,0.00733
774,3,0.0351,0.0203,-10.3,4441439.34,-0.5416,0.06477
775,3,0.1668,-0.0334,-8.5,884206.44,-0.9553,0.01324
776,4,0.0723,-0.0139,-12.88,151927.25,-0.5078,0.13491
777,4,0.1192,0.0015,1.69,4126828.2,0.1613,0.00784
778,2,0.0277,-0.0046,11.41,529621.6,0.6163,0.07835
779,4,-0.0205,-0.0368,5.87,4059270.86,0.4773,0.00795
780,3,0.1141,-0.0605,-7.35,3376739.5,-0.8886,0.00913
781,2,-0.0543,0.0083,0.11,317754.29,0.0102,0.00973
